pattern,Agreement,Expected Agreement,threhsold1_imp_agreement,threhsold2_imp_agreement,pattern_lift
"{(population_density_on_land_2010 46.0),(household_density_on_land_2010 18.5)}",0.78,0.03988022,46,18.5,19.46750236
"{(population_density_on_land_2010 44.0),(household_density_on_land_2010 19.3)}",0.85,0.043695108,44,19.3,19.40043207
"{(population_density_on_land_2010 53.0),(household_density_on_land_2010 17.9)}",0.62,0.031931207,53,17.9,19.3299229
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 19.3)}",0.86,0.04483291,41.8,19.3,19.14604694
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 19.6)}",0.85,0.044628428,41.8,19.6,19.13703842
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 19.9)}",0.85,0.044466932,41.8,19.9,19.09439546
"{(population_density_on_land_2010 63.0),(household_density_on_land_2010 17.9)}",0.54,0.028220566,63,17.9,18.99543767
"{(population_density_on_land_2010 64.3),(household_density_on_land_2010 17.9)}",0.51,0.026962049,64.3,17.9,18.8500282
"{(population_density_on_land_2010 60.1),(household_density_on_land_2010 17.9)}",0.56,0.029606927,60.1,17.9,18.76155955
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 17.9)}",0.82,0.043742284,41.8,17.9,18.65290999
"{(population_density_on_land_2010 58.0),(household_density_on_land_2010 17.9)}",0.57,0.030590653,58,17.9,18.57568481
"{(population_density_on_land_2010 54.9),(household_density_on_land_2010 17.9)}",0.62,0.033550783,54.9,17.9,18.54892945
"{(population_density_on_land_2010 56.4),(household_density_on_land_2010 17.9)}",0.58,0.031222651,56.4,17.9,18.53779148
"{(population_density_on_land_2010 44.0),(household_density_on_land_2010 17.9)}",0.79,0.042632162,44,17.9,18.44878596
"{(population_density_on_land_2010 50.4),(household_density_on_land_2010 17.0)}",0.64,0.034775971,50.4,17,18.32335624
"{(population_density_on_land_2010 52.0),(household_density_on_land_2010 17.0)}",0.62,0.03362355,52,17,18.31880448
"{(population_density_on_land_2010 48.9),(household_density_on_land_2010 17.0)}",0.68,0.037011681,48.9,17,18.30199702
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 21.3)}",0.69,0.038077416,37.3,21.3,18.17069547
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 18.8)}",0.81,0.044446538,37.3,18.8,18.12992994
"{(population_density_on_land_2010 53.0),(household_density_on_land_2010 17.0)}",0.6,0.033221248,53,17,18.08681656
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 18.5)}",0.81,0.044600405,37.3,18.5,18.07752454
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 22.1)}",0.67,0.037467544,37.3,22.1,18.00635291
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 22.5)}",0.67,0.037422881,37.3,22.5,18.00480277
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 22.9)}",0.67,0.037382178,37.3,22.9,18.00338684
"{(population_density_on_land_2010 47.6),(household_density_on_land_2010 17.9)}",0.72,0.040037891,47.6,17.9,17.94060463
"{(population_density_on_land_2010 46.0),(household_density_on_land_2010 17.9)}",0.75,0.041778554,46,17.9,17.90454551
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 17.9)}",0.83,0.046723424,37.3,17.9,17.85372033
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 23.4)}",0.63,0.035507525,37.3,23.4,17.81158753
"{(population_density_on_land_2010 63.0),(household_density_on_land_2010 17.0)}",0.52,0.029360695,63,17,17.79922761
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 29.0)}",0.54,0.030240452,37.3,29,17.76709923
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 27.1)}",0.56,0.031491907,37.3,27.1,17.66786399
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 28.0)}",0.55,0.031406579,37.3,28,17.66351296
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 26.6)}",0.57,0.032329169,37.3,26.6,17.65577295
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 17.0)}",0.8,0.0455095,41.8,17,17.655087
"{(population_density_on_land_2010 48.9),(household_density_on_land_2010 16.3)}",0.67,0.037958825,48.9,16.3,17.63651328
"{(population_density_on_land_2010 50.4),(household_density_on_land_2010 16.3)}",0.63,0.035665901,50.4,16.3,17.59070272
"{(population_density_on_land_2010 60.1),(household_density_on_land_2010 17.0)}",0.54,0.030803065,60.1,17,17.57815348
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 21.3)}",0.69,0.039199043,39,21.3,17.51682693
"{(population_density_on_land_2010 52.0),(household_density_on_land_2010 16.3)}",0.6,0.034483989,52,16.3,17.51161
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 25.9)}",0.6,0.034550267,37.3,25.9,17.51034912
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 21.0)}",0.8,0.045933236,39,21,17.43364423
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 22.1)}",0.67,0.038571207,39,22.1,17.43233205
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 22.5)}",0.67,0.038525228,39,22.5,17.43115425
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 22.9)}",0.67,0.038483327,39,22.9,17.43007842
"{(population_density_on_land_2010 44.0),(household_density_on_land_2010 17.0)}",0.77,0.044354527,44,17,17.40779237
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 17.0)}",0.84,0.048611079,37.3,17,17.37988315
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 24.2)}",0.62,0.03572382,37.3,24.2,17.3712979
"{(population_density_on_land_2010 54.9),(household_density_on_land_2010 17.0)}",0.61,0.034906255,54.9,17,17.36855276
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 24.6)}",0.62,0.035652113,37.3,24.6,17.36789144
"{(population_density_on_land_2010 58.0),(household_density_on_land_2010 17.0)}",0.55,0.031826534,58,17,17.36275261
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 20.2)}",0.8,0.046235027,39,20.2,17.34802901
"{(population_density_on_land_2010 56.4),(household_density_on_land_2010 17.0)}",0.56,0.032484065,56.4,17,17.32633599
"{(population_density_on_land_2010 53.0),(household_density_on_land_2010 16.3)}",0.59,0.034071392,53,16.3,17.29247492
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 16.3)}",0.81,0.046674105,41.8,16.3,17.26976178
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 18.8)}",0.79,0.045755778,39,18.8,17.25413692
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 26.6)}",0.57,0.033281473,39,26.6,17.2340604
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 23.4)}",0.63,0.036553453,39,23.4,17.21950012
"{(population_density_on_land_2010 63.0),(household_density_on_land_2010 16.3)}",0.52,0.030112046,63,16.3,17.14675348
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 18.5)}",0.79,0.045914177,39,18.5,17.14501255
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 25.9)}",0.61,0.035567997,39,25.9,17.14321631
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 29.0)}",0.53,0.031131231,39,29,17.13476329
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 27.1)}",0.55,0.032419549,39,27.1,17.10666978
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 28.0)}",0.55,0.032331707,39,28,17.10324777
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 16.3)}",0.85,0.049855056,37.3,16.3,17.07586971
"{(population_density_on_land_2010 44.0),(household_density_on_land_2010 16.3)}",0.78,0.045489577,44,16.3,17.06843834
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 19.3)}",0.84,0.049299003,39,19.3,17.06762926
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 19.6)}",0.84,0.049074151,39,19.6,17.0627257
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 19.9)}",0.83,0.048896568,39,19.9,17.02861922
"{(population_density_on_land_2010 60.1),(household_density_on_land_2010 16.3)}",0.54,0.031591327,60.1,16.3,16.9685533
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 24.2)}",0.62,0.036776119,39,24.2,16.96536872
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 24.6)}",0.62,0.0367023,39,24.6,16.96279268
"{(population_density_on_land_2010 47.6),(household_density_on_land_2010 17.0)}",0.7,0.041655446,47.6,17,16.91299159
"{(population_density_on_land_2010 46.0),(household_density_on_land_2010 17.0)}",0.73,0.043466433,46,17,16.87342493
"{(population_density_on_land_2010 54.9),(household_density_on_land_2010 16.3)}",0.6,0.03579952,54.9,16.3,16.85859458
"{(population_density_on_land_2010 58.0),(household_density_on_land_2010 16.3)}",0.55,0.032640988,58,16.3,16.83428055
"{(population_density_on_land_2010 56.4),(household_density_on_land_2010 16.3)}",0.56,0.033315345,56.4,16.3,16.79560005
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 17.9)}",0.8,0.048099733,39,17.9,16.57915051
"{(population_density_on_land_2010 46.0),(household_density_on_land_2010 16.3)}",0.74,0.044578756,46,16.3,16.55734651
"{(population_density_on_land_2010 47.6),(household_density_on_land_2010 16.3)}",0.71,0.042721425,47.6,16.3,16.54463719
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 21.0)}",0.74,0.044618918,37.3,21,16.52085878
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 20.2)}",0.74,0.044912074,37.3,20.2,16.47437542
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 19.3)}",0.77,0.047888378,37.3,19.3,16.07285027
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 19.6)}",0.77,0.04766996,37.3,19.6,16.06304436
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 19.9)}",0.76,0.047497459,37.3,19.9,16.05515381
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 17.0)}",0.8,0.050042992,39,17,16.0529209
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 16.3)}",0.81,0.051323612,39,16.3,15.75407826
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 15.3)}",0.82,0.05450213,37.3,15.3,15.07665043
"{(population_density_on_land_2010 48.9),(household_density_on_land_2010 15.3)}",0.62,0.041497031,48.9,15.3,14.99620773
"{(population_density_on_land_2010 50.4),(household_density_on_land_2010 15.3)}",0.58,0.03899038,50.4,15.3,14.96388625
"{(population_density_on_land_2010 52.0),(household_density_on_land_2010 15.3)}",0.56,0.0376983,52,15.3,14.90194125
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 15.3)}",0.75,0.051024678,41.8,15.3,14.7939299
"{(population_density_on_land_2010 44.0),(household_density_on_land_2010 15.3)}",0.74,0.049729737,44,15.3,14.79233705
"{(population_density_on_land_2010 53.0),(household_density_on_land_2010 15.3)}",0.55,0.037247244,53,15.3,14.72285551
"{(population_density_on_land_2010 60.1),(household_density_on_land_2010 15.3)}",0.51,0.034536008,60.1,15.3,14.65449865
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 18.8)}",0.72,0.049607987,35.1,18.8,14.60185738
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 18.5)}",0.72,0.049779722,35.1,18.5,14.56170579
"{(population_density_on_land_2010 58.0),(household_density_on_land_2010 15.3)}",0.52,0.035683509,58,15.3,14.5354421
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 27.1)}",0.51,0.035148972,35.1,27.1,14.51379606
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 28.0)}",0.51,0.035053735,35.1,28,14.51072781
"{(population_density_on_land_2010 54.9),(household_density_on_land_2010 15.3)}",0.57,0.039136453,54.9,15.3,14.50711494
"{(population_density_on_land_2010 56.4),(household_density_on_land_2010 15.3)}",0.53,0.036420724,56.4,15.3,14.49883114
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 21.3)}",0.62,0.042499236,35.1,21.3,14.49019166
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 22.1)}",0.6,0.041818542,35.1,22.1,14.41640267
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 22.5)}",0.6,0.041768692,35.1,22.5,14.41507283
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 22.9)}",0.6,0.041723263,35.1,22.9,14.41385813
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 26.6)}",0.52,0.036083462,35.1,26.6,14.40126915
"{(population_density_on_land_2010 46.0),(household_density_on_land_2010 15.3)}",0.7,0.048734017,46,15.3,14.34704198
"{(population_density_on_land_2010 47.6),(household_density_on_land_2010 15.3)}",0.67,0.046703561,47.6,15.3,14.34543414
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 23.4)}",0.57,0.039630912,35.1,23.4,14.34063368
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 20.2)}",0.72,0.050127584,35.1,20.2,14.27554352
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 21.0)}",0.71,0.049800385,35.1,21,14.26825849
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 25.9)}",0.55,0.03856249,35.1,25.9,14.25385184
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 17.9)}",0.74,0.052149281,35.1,17.9,14.22164563
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 24.2)}",0.56,0.039872324,35.1,24.2,14.16754928
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 24.6)}",0.56,0.039792291,35.1,24.6,14.16496164
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 19.3)}",0.75,0.053449518,35.1,19.3,14.09825801
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 19.6)}",0.75,0.053205736,35.1,19.6,14.09289038
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 19.9)}",0.75,0.053013202,35.1,19.9,14.08854788
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 17.0)}",0.76,0.054256144,35.1,17,14.05305781
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 21.3)}",0.6,0.043068121,32.2,21.3,13.96662982
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 23.4)}",0.56,0.040161402,32.2,23.4,13.94232601
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 14.5)}",0.9,0.064579837,32.2,14.5,13.93311387
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 14.9)}",0.9,0.064533546,32.2,14.9,13.93243029
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 18.8)}",0.7,0.050272028,32.2,18.8,13.92337481
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 22.5)}",0.59,0.042327798,32.2,22.5,13.89660285
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 22.9)}",0.59,0.042281761,32.2,22.9,13.89532236
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 22.1)}",0.59,0.042378315,32.2,22.1,13.86947717
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 18.5)}",0.7,0.050446061,32.2,18.5,13.86249076
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 15.3)}",0.78,0.056107572,39,15.3,13.84879811
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 16.3)}",0.77,0.05564458,35.1,16.3,13.81759766
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 26.6)}",0.5,0.036566467,32.2,26.6,13.7229846
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 24.2)}",0.55,0.040406046,32.2,24.2,13.69536924
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 24.6)}",0.55,0.040324941,32.2,24.6,13.69271332
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 25.9)}",0.53,0.039078678,32.2,25.9,13.68022995
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 17.9)}",0.72,0.052847339,32.2,17.9,13.60007726
"{(population_density_on_land_2010 50.4),(household_density_on_land_2010 14.9)}",0.55,0.040816999,50.4,14.9,13.45677388
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 21.0)}",0.68,0.050467001,32.2,21,13.43043236
"{(population_density_on_land_2010 52.0),(household_density_on_land_2010 14.9)}",0.53,0.039464387,52,14.9,13.41982526
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 20.2)}",0.68,0.05079858,32.2,20.2,13.41584696
"{(population_density_on_land_2010 50.4),(household_density_on_land_2010 14.5)}",0.55,0.040846278,50.4,14.5,13.40944381
"{(population_density_on_land_2010 52.0),(household_density_on_land_2010 14.5)}",0.53,0.039492696,52,14.5,13.3719464
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 17.0)}",0.74,0.054982404,32.2,17,13.37054582
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 18.8)}",0.7,0.052385019,34,18.8,13.36971345
"{(population_density_on_land_2010 48.9),(household_density_on_land_2010 14.9)}",0.58,0.043441081,48.9,14.9,13.3566186
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 18.5)}",0.7,0.052566367,34,18.5,13.33339564
"{(population_density_on_land_2010 48.9),(household_density_on_land_2010 14.5)}",0.58,0.043472242,48.9,14.5,13.31077594
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 16.3)}",0.75,0.056389425,32.2,16.3,13.29870843
"{(population_density_on_land_2010 53.0),(household_density_on_land_2010 14.9)}",0.52,0.0389922,53,14.9,13.25845207
"{(population_density_on_land_2010 44.0),(household_density_on_land_2010 14.9)}",0.69,0.052059472,44,14.9,13.23017959
"{(population_density_on_land_2010 53.0),(household_density_on_land_2010 14.5)}",0.52,0.039020171,53,14.5,13.21083553
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 21.3)}",0.59,0.044878324,34,21.3,13.20606694
"{(population_density_on_land_2010 44.0),(household_density_on_land_2010 14.5)}",0.69,0.052096816,44,14.5,13.18776154
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 23.4)}",0.55,0.041849432,34,23.4,13.16465275
"{(population_density_on_land_2010 54.9),(household_density_on_land_2010 14.9)}",0.54,0.040969915,54.9,14.9,13.15539218
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 22.1)}",0.58,0.044159524,34,22.1,13.14196536
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 22.5)}",0.58,0.044106884,34,22.5,13.14090151
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 22.9)}",0.58,0.044058912,34,22.9,13.13992977
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 14.9)}",0.7,0.053415078,41.8,14.9,13.12284669
"{(population_density_on_land_2010 56.4),(household_density_on_land_2010 14.9)}",0.5,0.03812696,56.4,14.9,13.11471021
"{(population_density_on_land_2010 54.9),(household_density_on_land_2010 14.5)}",0.54,0.040999304,54.9,14.5,13.10907858
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 17.9)}",0.72,0.055068573,34,17.9,13.10229974
"{(population_density_on_land_2010 47.6),(household_density_on_land_2010 14.9)}",0.64,0.048891526,47.6,14.9,13.09132298
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 14.5)}",0.7,0.053453394,41.8,14.5,13.08115413
"{(population_density_on_land_2010 47.6),(household_density_on_land_2010 14.5)}",0.64,0.048926597,47.6,14.5,13.07200281
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 21.0)}",0.68,0.052588187,34,21,13.01439731
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 24.2)}",0.55,0.042104358,34,24.2,13.00861647
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 24.6)}",0.55,0.042019845,34,24.6,13.00662421
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 17.0)}",0.75,0.057293378,34,17,13.0044631
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 25.9)}",0.53,0.0407212,34,25.9,12.99976357
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 20.2)}",0.69,0.052933703,34,20.2,12.99816434
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 19.3)}",0.7,0.05416498,32.2,19.3,12.99307599
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 19.6)}",0.7,0.053917935,32.2,19.6,12.98600504
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 15.3)}",0.79,0.060831305,35.1,15.3,12.9832837
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 15.3)}",0.8,0.061645579,32.2,15.3,12.98103808
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 19.9)}",0.7,0.053722824,32.2,19.9,12.9803746
"{(population_density_on_land_2010 46.0),(household_density_on_land_2010 14.9)}",0.66,0.051017105,46,14.9,12.90471294
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 14.9)}",0.74,0.057055441,37.3,14.9,12.89542891
"{(population_density_on_land_2010 46.0),(household_density_on_land_2010 14.5)}",0.66,0.051053701,46,14.5,12.86300148
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 14.5)}",0.73,0.057096369,37.3,14.5,12.85540126
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 19.3)}",0.73,0.056441597,34,19.3,12.8550199
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 19.6)}",0.72,0.056184168,34,19.6,12.85061664
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 19.9)}",0.72,0.055980856,34,19.9,12.84711042
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 16.3)}",0.75,0.058759538,34,16.3,12.8058146
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 14.5)}",0.87,0.06941678,31,14.5,12.58985825
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 14.9)}",0.87,0.069367021,31,14.9,12.58943995
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 15.3)}",0.8,0.064236613,34,15.3,12.46458647
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 14.9)}",0.73,0.058736096,39,14.9,12.46056984
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 14.5)}",0.73,0.058778229,39,14.5,12.42229309
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 23.4)}",0.53,0.043169437,31,23.4,12.32467913
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 22.5)}",0.56,0.045498093,31,22.5,12.29954194
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 22.9)}",0.56,0.045448607,31,22.9,12.29858412
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 22.1)}",0.56,0.045552393,31,22.1,12.27609528
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 21.3)}",0.57,0.046293865,31,21.3,12.26649506
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 21.0)}",0.66,0.054246911,31,21,12.18664905
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 24.2)}",0.53,0.043432404,31,24.2,12.18168112
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 24.6)}",0.53,0.043345224,31,24.6,12.17973189
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 25.9)}",0.51,0.042005618,31,25.9,12.17439226
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 20.2)}",0.66,0.054603325,31,20.2,12.17193267
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 14.5)}",0.86,0.071054388,29.8,14.5,12.17089851
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 14.9)}",0.86,0.071003455,29.8,14.9,12.17055219
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 14.5)}",0.77,0.063726806,35.1,14.5,12.06391661
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 14.9)}",0.77,0.063681126,35.1,14.9,12.06242929
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 18.8)}",0.65,0.054037335,31,18.8,12.0454938
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 18.5)}",0.65,0.054224403,31,18.5,11.99440605
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 14.5)}",0.81,0.067294202,34,14.5,11.98803416
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 14.9)}",0.81,0.067245965,34,14.9,11.98708629
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 19.6)}",0.69,0.057956315,31,19.6,11.8541435
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 19.9)}",0.68,0.057746591,31,19.9,11.85035213
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 17.9)}",0.67,0.056805533,31,17.9,11.84973709
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 19.3)}",0.69,0.058221864,31,19.3,11.79167118
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 23.4)}",0.52,0.044187845,29.8,23.4,11.77345237
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 22.5)}",0.55,0.046571436,29.8,22.5,11.77088495
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 22.9)}",0.55,0.046520783,29.8,22.9,11.76998407
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 22.1)}",0.55,0.046627017,29.8,22.1,11.74862696
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 21.3)}",0.56,0.047385981,29.8,21.3,11.73940256
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 21.0)}",0.65,0.055526647,29.8,21,11.73415305
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 20.2)}",0.66,0.055891469,29.8,20.2,11.71980575
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 16.3)}",0.71,0.060612917,31,16.3,11.68229327
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 17.0)}",0.69,0.059100512,31,17,11.67211961
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 24.2)}",0.52,0.044457015,29.8,24.2,11.66037797
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 24.6)}",0.52,0.044367779,29.8,24.6,11.65854427
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 25.9)}",0.5,0.042996571,29.8,25.9,11.65374497
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 18.8)}",0.64,0.055312127,29.8,18.8,11.60069292
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 18.5)}",0.64,0.055503608,29.8,18.5,11.55182673
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 15.3)}",0.76,0.066262749,31,15.3,11.52884836
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 17.9)}",0.67,0.058145629,29.8,17.9,11.44884141
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 19.6)}",0.68,0.05932356,29.8,19.6,11.43329026
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 19.9)}",0.68,0.059108888,29.8,19.9,11.429878
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 19.3)}",0.68,0.059595373,29.8,19.3,11.3734136
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 16.3)}",0.7,0.062042833,29.8,16.3,11.30183778
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 17.0)}",0.68,0.060494749,29.8,17,11.27641134
"{(population_density_on_land_2010 44.0),(household_density_on_land_2010 14.0)}",0.66,0.058846287,44,14,11.26136096
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 15.3)}",0.76,0.06782595,29.8,15.3,11.17910851
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 14.0)}",0.67,0.060378618,41.8,14,11.17852073
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 14.0)}",0.8,0.071983015,35.1,14,11.09477179
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 14.0)}",0.84,0.076012591,34,14,11.08319662
"{(population_density_on_land_2010 44.0),(household_density_on_land_2010 13.4)}",0.66,0.059486425,44,13.4,11.02270668
